,Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
4300,Laura Zuniga,23.0,57,96.0,36.0
4301,Jeffery Green,23.0,96,81.0,36.0
4302,Courtney Faulkner MD,25.0,56,49.0,66.0
4303,Robert Leon,20.0,86,70.0,61.0
4304,Ryan Goodwin,23.0,81,72.0,98.0
4305,Ashley Cowan,24.0,54,37.0,78.0
4306,Evelyn Little,18.0,40,76.0,80.0
4307,Luis Garrett Jr.,19.0,98,41.0,74.0
4308,Brandon Jones,18.0,70,49.0,31.0
4309,Andrea Bauer,25.0,33,35.0,63.0
4310,Micheal Mckenzie,24.0,35,40.0,81.0
4311,Monica Williams,25.0,86,77.0,32.0
4312,Tracy Jordan,25.0,30,72.0,47.0
4313,Joshua Romero,21.0,68,77.0,96.0
4314,Amy Ortega,22.0,58,67.0,75.0
4315,Megan Griffith,25.0,80,62.0,58.0
4316,Angela Schneider,21.0,67,67.0,79.0
4317,Brittany Simon,22.0,69,47.0,68.0
4318,Patrick Wade,19.0,41,41.0,65.0
4319,Julie Allen,19.0,48,68.0,50.0
4320,Jennifer Martinez,20.0,34,95.0,97.0
4321,Lawrence Flores,25.0,43,87.0,82.0
4322,Mary Cobb,18.0,31,38.0,95.0
4323,Gregory Mitchell,25.0,77,42.0,75.0
4324,Roy Bradford,21.0,98,56.0,42.0
4325,Matthew Martin,20.0,53,91.0,59.0
4326,Theodore Taylor,24.0,55,87.0,87.0
4327,Megan Chen,19.0,42,57.0,35.0
4328,Susan Hurst,21.0,86,98.0,99.0
4329,Nichole Garza,24.0,91,93.0,34.0
4330,Amy Smith,24.0,55,51.0,71.0
4331,James Curtis,25.0,58,71.0,43.0
4332,Michelle Estes,22.0,94,35.0,84.0
4333,Linda Carter,22.0,75,38.0,58.0
4334,Alicia Richardson,22.0,49,37.0,76.0
4335,Michael Pierce,24.0,68,50.0,49.0
4336,Ian Wallace,22.0,82,46.0,83.0
4337,Katherine Thomas,25.0,35,89.0,78.0
4338,Dean Romero,24.0,96,51.0,96.0
4339,Morgan Barnett,25.0,95,96.0,76.0
4340,Denise Bryant,20.0,85,39.0,96.0
4341,Samuel Summers,25.0,77,54.0,49.0
4342,Kristen Key,21.0,65,67.0,72.0
4343,Cynthia Gibson,18.0,62,63.0,86.0
4344,Scott White,23.0,38,63.0,42.0
4345,Andrea Holland,21.0,61,33.0,68.0
4346,Jessica Johnson DVM,23.0,76,96.0,58.0
4347,Rebecca Payne,25.0,82,94.0,42.0
4348,Megan Lucas,24.0,34,51.0,65.0
4349,Eric Norton,18.0,58,54.0,95.0
4350,Wesley Adams,19.0,92,74.0,60.0
4351,Mr. Jose Shaw,25.0,48,91.0,59.0
4352,Charlene Valencia,18.0,46,62.0,69.0
4353,Beth Anderson,25.0,90,91.0,68.0
4354,Terry Alexander,18.0,38,38.0,94.0
4355,Monica Moreno,24.0,63,36.0,46.0
4356,Sara Martinez,25.0,68,95.0,54.0
4357,Brooke Watts,24.0,41,63.0,64.0
4358,April Jordan,20.0,62,46.0,90.0
4359,Joshua Glass PhD,18.0,79,45.0,82.0
4360,Michael Hendrix,18.0,91,78.0,90.0
4361,Melissa Osborn,21.0,64,62.0,53.0
4362,Laura Clark,25.0,64,93.0,74.0
4363,Michaela Ingram,24.0,73,64.0,32.0
4364,Marissa Cox,19.0,64,74.0,92.0
4365,Kathy Davis,25.0,43,37.0,52.0
4366,Jill Norris,21.0,71,35.0,90.0
4367,Mark Kim,19.0,100,48.0,82.0
4368,Susan Smith,25.0,98,55.0,90.0
4369,Johnny Murphy,18.0,65,59.0,95.0
4370,Michael Norton,25.0,74,45.0,52.0
4371,Curtis Fields,18.0,37,48.0,96.0
4372,Jessica Velasquez,25.0,62,95.0,61.0
4373,Lisa Morris,18.0,37,45.0,90.0
4374,Christie Cooper,22.0,73,75.0,86.0
4375,Julie Reyes,20.0,100,96.0,66.0
4376,Erica Smith,25.0,97,48.0,48.0
4377,Chase Meza,19.0,65,74.0,45.0
4378,Margaret Caldwell,22.0,33,74.0,63.0
4379,Alexander Sanchez,20.0,47,95.0,87.0
4380,Tiffany Murphy,25.0,77,31.0,71.0
4381,Mia Bryan,21.0,36,80.0,33.0
4382,Holly Kelly,20.0,31,98.0,100.0
4383,Madison Bowman,18.0,44,84.0,75.0
4384,Mrs. Laura Hudson,25.0,30,36.0,62.0
4385,Kevin Walsh,25.0,58,90.0,51.0
4386,Brooke Richard,24.0,52,78.0,45.0
4387,Steven Mcdonald,21.0,91,38.0,77.0
4388,Lori Ruiz,24.0,86,98.0,44.0
4389,Lacey Friedman,21.0,31,90.0,72.0
4390,Victoria Cole,18.0,90,33.0,74.0
4391,Jessica Thomas,25.0,39,88.0,60.0
4392,Dean Diaz,18.0,95,92.0,45.0
4393,Amy Cruz,24.0,80,50.0,35.0
4394,Patricia Miller,24.0,95,75.0,33.0
4395,Juan Richards,25.0,71,42.0,47.0
4396,Jason Braun,25.0,98,63.0,51.0
4397,Samantha Wilkinson,19.0,89,30.0,39.0
4398,Brittany Harrington DVM,19.0,57,81.0,61.0
4399,Tiffany Jimenez,23.0,90,96.0,67.0
4400,Deborah Adkins,20.0,76,57.0,73.0
4401,William Saunders,18.0,82,85.0,59.0
4402,Andrew Davenport,25.0,100,30.0,39.0
4403,Charles Johnson,23.0,33,72.0,83.0
4404,Mr. Benjamin Chaney DDS,24.0,58,76.0,39.0
4405,Thomas Moore,20.0,77,57.0,99.0
4406,Richard Perkins,23.0,59,52.0,74.0
4407,Luis King,23.0,74,75.0,47.0
4408,Andrea Gibson,18.0,81,51.0,86.0
4409,Mary Salinas,19.0,95,94.0,96.0
4410,Pamela Brown,22.0,64,43.0,70.0
4411,William Price,22.0,99,71.0,84.0
4412,Vincent Hardy,21.0,83,76.0,81.0
4413,Tiffany Curtis,25.0,63,92.0,74.0
4414,Richard Jackson,19.0,60,57.0,76.0
4415,Kathleen Hill,23.0,81,40.0,91.0
4416,Hunter Aguirre,24.0,81,68.0,70.0
4417,Sandra Castillo,18.0,49,79.0,46.0
4418,Bethany Carter,25.0,98,40.0,89.0
4419,Jeffery Sullivan,23.0,52,73.0,60.0
4420,Ashley Vasquez,23.0,57,44.0,40.0
4421,Kimberly Gonzales,23.0,66,81.0,95.0
4422,Elizabeth Harris,22.0,73,97.0,44.0
4423,Patricia Smith,19.0,79,99.0,70.0
4424,Emily Nelson,22.0,68,53.0,37.0
4425,Ashley Leonard MD,24.0,66,86.0,89.0
4426,Martin Gordon,21.0,90,88.0,43.0
4427,Ryan Greene,20.0,76,95.0,68.0
4428,Andrew Reid,22.0,91,39.0,73.0
4429,Elizabeth Bell,21.0,100,30.0,42.0
4430,Linda Harris,20.0,36,87.0,96.0
4431,Kristin Anderson,23.0,70,44.0,99.0
4432,Taylor Scott,21.0,91,40.0,42.0
4433,Selena Parker,24.0,66,59.0,66.0
4434,Bernard Turner,20.0,54,53.0,36.0
4435,Thomas Richmond,21.0,96,54.0,76.0
4436,Shawn Miller,19.0,50,50.0,79.0
4437,Carlos Wright,22.0,87,48.0,42.0
4438,Richard Flores,20.0,31,94.0,37.0
4439,Darrell Smith,18.0,47,33.0,99.0
4440,Cheyenne Mcgrath,19.0,51,62.0,55.0
4441,Donna Black,24.0,99,77.0,94.0
4442,Heather Taylor,21.0,86,42.0,92.0
4443,Daniel Patel,22.0,35,47.0,94.0
4444,Robert Moore,22.0,81,33.0,88.0
4445,Robert Sanchez,23.0,66,96.0,60.0
4446,Colton Rivera,25.0,71,45.0,66.0
4447,Jeffrey Cohen,20.0,98,40.0,80.0
4448,Jacob Hicks,20.0,100,85.0,34.0
4449,Melissa Russell,25.0,81,94.0,55.0
4450,Julie Perez,24.0,59,42.0,53.0
4451,Amanda Daniels,22.0,95,52.0,95.0
4452,Allison Evans,18.0,68,37.0,84.0
4453,Donald Miller,22.0,63,63.0,63.0
4454,Dr. Billy Wilkerson,19.0,30,77.0,30.0
4455,Kathy Boyd,23.0,53,91.0,62.0
4456,Austin Shannon,25.0,89,69.0,33.0
4457,Robert Reynolds,24.0,95,48.0,56.0
4458,Austin Gates,23.0,36,32.0,83.0
4459,Stephen Weiss,19.0,81,43.0,65.0
4460,Steven Woodard,20.0,38,72.0,61.0
4461,Deborah Cooper,21.0,89,49.0,77.0
4462,Joseph Russell,24.0,51,88.0,85.0
4463,Mallory Beck,20.0,46,81.0,73.0
4464,Andrew Gray,24.0,88,100.0,33.0
4465,Anthony Williams,22.0,62,92.0,40.0
4466,Michele Kidd PhD,23.0,40,32.0,49.0
4467,Ronald Brown,21.0,81,45.0,38.0
4468,Norman Stewart,20.0,44,93.0,97.0
4469,Michael Turner,20.0,52,100.0,82.0
4470,Luis Whitaker,20.0,44,69.0,80.0
4471,Alison Mcfarland,23.0,31,35.0,35.0
4472,Amanda West,24.0,74,30.0,49.0
4473,Angela Washington,18.0,74,78.0,46.0
4474,Alicia Brown,18.0,76,66.0,60.0
4475,Melissa Velasquez,25.0,90,37.0,51.0
4476,Charles Sanchez,18.0,34,93.0,51.0
4477,Gregory Berry,25.0,56,57.0,76.0
4478,Jacob Duncan,18.0,67,90.0,70.0
4479,Jodi Combs,19.0,47,36.0,82.0
4480,Teresa Conrad,18.0,41,63.0,83.0
4481,Dr. Nathan Ryan,24.0,67,75.0,56.0
4482,Natalie Rios,18.0,83,91.0,80.0
4483,Rachel Moore,25.0,60,52.0,74.0
4484,Joseph Roberson,25.0,59,33.0,51.0
4485,Elizabeth Atkins,24.0,43,82.0,67.0
4486,Corey Barrett,22.0,100,84.0,62.0
4487,Michael Byrd,24.0,61,59.0,80.0
4488,Lisa Baxter,20.0,91,98.0,68.0
4489,Brandy Scott,20.0,84,47.0,31.0
4490,Michael Gonzalez,20.0,88,87.0,75.0
4491,Natasha Dean,25.0,61,82.0,72.0
4492,Brandon Jackson,21.0,100,57.0,80.0
4493,Elizabeth Murphy,21.0,91,65.0,56.0
4494,Angelica Dickson,24.0,56,97.0,54.0
4495,Veronica Barnett,22.0,43,77.0,61.0
4496,Laura Burnett,19.0,63,47.0,55.0
4497,Nicholas Juarez,21.0,30,81.0,50.0
4498,Christopher Day,23.0,98,59.0,32.0
4499,Darren Lewis,22.0,52,53.0,95.0
4500,Timothy Perez,24.0,44,76.0,87.0
4501,Kelly Ayala,25.0,41,79.0,65.0
4502,Richard Blankenship,24.0,58,54.0,81.0
4503,Wendy Ferguson,24.0,96,86.0,96.0
4504,Tara Long,22.0,57,98.0,88.0
4505,Sherry Webb,19.0,64,59.0,90.0
4506,Alexandra Miller,19.0,100,53.0,32.0
4507,Ashley Ruiz,22.0,64,30.0,67.0
4508,Melissa Rodriguez,23.0,76,85.0,85.0
4509,Brian Hill,19.0,35,94.0,82.0
4510,Danielle Jimenez,21.0,69,30.0,77.0
4511,Stephen Wyatt,20.0,31,58.0,36.0
4512,Sandra Reyes,21.0,33,52.0,69.0
4513,Meagan Farley,22.0,56,54.0,78.0
4514,Sarah Wagner,24.0,33,51.0,30.0
4515,Greg Davis,21.0,32,70.0,32.0
4516,Brittany Cobb,25.0,84,43.0,50.0
4517,Ashley Mitchell,23.0,48,70.0,39.0
4518,David Conrad,22.0,99,80.0,31.0
4519,Stacy Miller,22.0,49,35.0,47.0
4520,Eric Carter,23.0,32,32.0,53.0
4521,Michael Cantu,25.0,77,81.0,37.0
4522,Alexandra Collins,20.0,60,53.0,43.0
4523,Benjamin Yu,19.0,75,100.0,40.0
4524,Mary Salas MD,18.0,80,90.0,75.0
4525,Austin Smith,19.0,43,86.0,63.0
4526,Sandra Black,24.0,85,49.0,88.0
4527,Brian Russell,20.0,68,73.0,49.0
4528,Elaine Marquez,18.0,89,88.0,63.0
4529,Daniel Jackson,22.0,100,99.0,60.0
4530,Matthew Fleming,24.0,94,30.0,82.0
4531,Tracey Lowery,19.0,57,30.0,31.0
4532,Raymond Hill,20.0,39,94.0,62.0
4533,Jason Marks,18.0,36,67.0,80.0
4534,John Vargas,21.0,76,32.0,37.0
4535,Joanne Robbins,22.0,44,82.0,40.0
4536,Abigail Thomas,21.0,53,47.0,78.0
4537,Stephen Boyd,21.0,92,70.0,100.0
4538,Joshua Atkinson,18.0,67,80.0,36.0
4539,Betty Santos,21.0,93,40.0,66.0
4540,Robert Chaney,20.0,85,52.0,90.0
4541,Cynthia Turner,20.0,52,59.0,34.0
4542,Daniel Hutchinson,18.0,84,95.0,33.0
4543,James Mendoza,19.0,85,69.0,42.0
4544,Scott Collier,18.0,38,52.0,87.0
4545,Ashley Rivera,21.0,67,58.0,47.0
4546,Kristy Wood,21.0,100,34.0,93.0
4547,William Macias,25.0,96,67.0,77.0
4548,Michael Dixon,24.0,69,51.0,63.0
4549,Brian Williams,18.0,83,73.0,38.0
4550,Deborah Rodriguez DDS,19.0,94,98.0,32.0
4551,Rachel Reeves,21.0,76,73.0,30.0
4552,Jason Gibbs,19.0,53,82.0,39.0
4553,Sierra Hunter,25.0,36,36.0,31.0
4554,Adam Santana,21.0,97,79.0,35.0
4555,Mark Henderson,23.0,61,38.0,66.0
4556,Bradley Gross,21.0,70,52.0,93.0
4557,Matthew King,20.0,79,42.0,42.0
4558,Dr. Nicholas Conrad,23.0,74,68.0,67.0
4559,Joseph Frank,22.0,46,82.0,84.0
4560,Richard Lee DDS,21.0,61,85.0,59.0
4561,Michelle Haynes,22.0,92,33.0,34.0
4562,Janet Gardner,22.0,87,44.0,53.0
4563,Shawn Sanchez Jr.,20.0,43,39.0,65.0
4564,Shawna Suarez,23.0,47,39.0,77.0
4565,Shannon Santiago,18.0,91,97.0,80.0
4566,Steven Berry,20.0,66,72.0,65.0
4567,Richard Crawford,22.0,60,33.0,33.0
4568,Tom Holmes,21.0,36,90.0,31.0
4569,Erica Martinez,19.0,98,34.0,35.0
4570,Kenneth Black,21.0,81,71.0,74.0
4571,Edward Payne,22.0,79,70.0,98.0
4572,Michael Lawrence Jr.,22.0,55,87.0,64.0
4573,Nicholas Soto,19.0,40,33.0,42.0
4574,David Barry,20.0,89,58.0,99.0
4575,Kevin Allen,21.0,43,43.0,78.0
4576,Kelly Brown,22.0,67,55.0,96.0
4577,Carla Stein,21.0,62,52.0,39.0
4578,James Lowery,22.0,66,49.0,57.0
4579,Danielle Thomas,22.0,75,90.0,75.0
4580,Tiffany Logan,19.0,65,100.0,95.0
4581,Julie Hawkins,19.0,36,79.0,70.0
4582,Joy Long DDS,25.0,39,88.0,62.0
4583,James Webster,18.0,57,65.0,53.0
4584,Scott Sandoval,20.0,43,48.0,67.0
4585,Tara Jones,21.0,70,91.0,75.0
4586,Thomas Santana,19.0,92,54.0,66.0
4587,Derrick Banks,18.0,63,76.0,50.0
4588,Jeffrey Flores,19.0,45,46.0,99.0
4589,Jill Hester,18.0,88,48.0,64.0
4590,Daniel Ward,20.0,54,96.0,42.0
4591,Anna Zhang,23.0,39,90.0,64.0
4592,James Schultz,22.0,94,37.0,100.0
4593,Mario Harper,21.0,60,43.0,44.0
4594,Samantha Blanchard,24.0,70,71.0,44.0
4595,Dustin Anthony,22.0,60,91.0,38.0
4596,Lisa Kelley,24.0,37,97.0,37.0
4597,Emily Calderon,19.0,30,58.0,32.0
4598,Tonya Singleton,20.0,98,49.0,75.0
4599,Amanda Henry,21.0,99,59.0,91.0
4600,Michael Harris,22.0,41,98.0,94.0
4601,Anne Wade,19.0,40,31.0,60.0
4602,Rick Bryant,22.0,56,33.0,84.0
4603,Megan Mccall,24.0,81,62.0,76.0
4604,Sherry Charles,23.0,79,95.0,67.0
4605,Paula Phillips,18.0,49,97.0,36.0
4606,Rebecca Williams,19.0,57,72.0,57.0
4607,Keith Dawson,20.0,75,95.0,56.0
4608,Jessica Burnett,22.0,65,67.0,77.0
4609,Michael Watson,24.0,98,96.0,76.0
4610,Brandon Floyd,23.0,100,90.0,96.0
4611,Brian Dunn,24.0,78,100.0,74.0
4612,Amanda Myers DVM,18.0,50,64.0,44.0
4613,Sheila Wilson,25.0,42,79.0,78.0
4614,Todd Wilson,24.0,48,87.0,77.0
4615,Madison Williams,20.0,77,41.0,48.0
4616,Tina Morales,22.0,48,83.0,80.0
4617,Eileen Neal,22.0,89,52.0,31.0
4618,Jose Flores,19.0,71,73.0,64.0
4619,Charles Dixon,20.0,69,66.0,35.0
4620,Steven Jones,22.0,32,80.0,89.0
4621,Logan Gillespie,18.0,98,77.0,85.0
4622,Tony Proctor,20.0,46,66.0,90.0
4623,Veronica Baker MD,24.0,35,53.0,79.0
4624,Austin Calhoun,20.0,72,90.0,42.0
4625,Natalie Castro,24.0,69,80.0,74.0
4626,Ms. Mary Webb,19.0,59,34.0,88.0
4627,Daniel Washington,22.0,31,46.0,38.0
4628,Andrea Mcbride,23.0,78,66.0,72.0
4629,Travis Cunningham,19.0,78,66.0,59.0
4630,Patrick Duncan,20.0,75,49.0,97.0
4631,Corey Williams,20.0,31,77.0,52.0
4632,Katherine Griffith,19.0,71,52.0,39.0
4633,Jason Rice,21.0,58,85.0,96.0
4634,Maria Romero,21.0,85,34.0,63.0
4635,Christina Bates,23.0,80,85.0,94.0
4636,Randall Kelly,18.0,60,94.0,74.0
4637,Sharon Bradford,21.0,68,74.0,95.0
4638,Samantha Henry,20.0,79,30.0,42.0
4639,Tara Welch,20.0,73,61.0,77.0
4640,Harry Hudson,22.0,31,97.0,66.0
4641,Gary Cortez,22.0,54,47.0,100.0
4642,Matthew Andrews,22.0,84,100.0,46.0
4643,Eric Mason,19.0,81,31.0,30.0
4644,Amber Sullivan,21.0,88,81.0,80.0
4645,Jonathan Morgan,23.0,84,43.0,42.0
4646,Perry Hunt,22.0,96,82.0,84.0
4647,Michelle Stone,19.0,79,97.0,46.0
4648,Crystal Jackson,19.0,55,96.0,68.0
4649,Mary Wilson,23.0,88,56.0,32.0
4650,Barbara Valenzuela,19.0,52,64.0,87.0
4651,Tammy Vaughn,23.0,67,32.0,66.0
4652,Randy West,19.0,71,75.0,74.0
4653,Angela Wright,21.0,75,70.0,73.0
4654,Ruth Esparza,19.0,99,71.0,54.0
4655,Robert Meza,20.0,37,82.0,70.0
4656,Amy Johnston,25.0,33,43.0,98.0
4657,Karen Martinez,22.0,93,83.0,79.0
4658,Marcus Watson,23.0,35,79.0,82.0
4659,Jill Cook DVM,23.0,59,38.0,53.0
4660,William Lewis,20.0,80,94.0,85.0
4661,James Cooper,21.0,59,83.0,67.0
4662,Evelyn Harris,23.0,44,50.0,73.0
4663,Jonathan Lopez,23.0,49,33.0,52.0
4664,Julia Dunn,24.0,47,83.0,76.0
4665,Rachel Gill,18.0,47,61.0,80.0
4666,Kenneth Austin,19.0,64,99.0,79.0
4667,Kevin Best,25.0,85,72.0,100.0
4668,Christopher Stevens,18.0,76,81.0,94.0
4669,William Winters,22.0,41,87.0,71.0
4670,George Shaw,24.0,70,91.0,61.0
4671,Joshua Long,18.0,53,95.0,74.0
4672,Benjamin Page,22.0,41,89.0,76.0
4673,Donna Ward,25.0,87,42.0,70.0
4674,James Perkins,20.0,75,71.0,50.0
4675,Bobby Parker,19.0,72,81.0,78.0
4676,Andrew Rocha,24.0,92,62.0,63.0
4677,Pamela Michael,21.0,81,59.0,40.0
4678,Matthew Johnson,20.0,51,81.0,71.0
4679,Stephanie Bailey,23.0,91,47.0,36.0
4680,Jennifer Steele,19.0,93,81.0,73.0
4681,Donna Cooper,18.0,86,30.0,37.0
4682,Daniel King,20.0,52,41.0,76.0
4683,Bobby Johnston,24.0,74,74.0,86.0
4684,Tyler Adams,20.0,80,56.0,51.0
4685,Anthony Lopez,18.0,55,36.0,71.0
4686,Ryan Perry,21.0,70,63.0,91.0
4687,Carla Collins,21.0,90,43.0,50.0
4688,Megan Matthews,19.0,52,71.0,95.0
4689,Brian Robinson,20.0,58,52.0,48.0
4690,John Arnold,25.0,41,73.0,34.0
4691,Laura Johnson,22.0,38,95.0,62.0
4692,Anita Cross,23.0,83,44.0,35.0
4693,Joshua Ramirez,25.0,36,53.0,98.0
4694,Steven Gonzalez,18.0,84,75.0,81.0
4695,Brian Alvarado,20.0,97,64.0,72.0
4696,Jessica Thompson,19.0,68,43.0,83.0
4697,Shannon Miles,18.0,58,41.0,98.0
4698,Walter Porter,23.0,44,46.0,60.0
4699,Susan Lewis,22.0,55,59.0,60.0
4700,Michael Rocha,22.0,76,35.0,83.0
4701,Brent Mcmillan,19.0,100,58.0,36.0
4702,Kelly Nash,25.0,45,94.0,41.0
4703,Joel Levy,20.0,98,40.0,38.0
4704,Kelli Dixon,19.0,78,34.0,67.0
4705,Patricia Aguilar,23.0,71,93.0,95.0
4706,Anthony Barrera,20.0,41,61.0,31.0
4707,Isaac Stafford,18.0,93,52.0,32.0
4708,Philip Johnson,25.0,64,40.0,97.0
4709,Jeffrey Young,23.0,40,43.0,86.0
4710,Jennifer Garza,23.0,94,65.0,55.0
4711,William Park,22.0,54,87.0,57.0
4712,Kristine Stanley,23.0,61,80.0,93.0
4713,Scott Bell,25.0,30,42.0,100.0
4714,Denise Bernard,20.0,52,36.0,77.0
4715,Rachel Cox,24.0,70,89.0,54.0
4716,Gary Davis,24.0,35,60.0,34.0
4717,Matthew Dalton,21.0,79,73.0,58.0
4718,Paul Boyd,18.0,44,91.0,62.0
4719,Richard Brown,18.0,58,82.0,53.0
4720,William Smith,24.0,51,78.0,99.0
4721,Cindy Pratt,25.0,94,97.0,95.0
4722,Vanessa Stewart,25.0,36,40.0,87.0
4723,Maria Ross,18.0,34,44.0,98.0
4724,Brian Richards,21.0,81,99.0,60.0
4725,Alexander Anderson,25.0,92,95.0,44.0
4726,Nathan Lucas,23.0,42,100.0,74.0
4727,Ashley Johnson,21.0,75,32.0,96.0
4728,Chelsea Martin,18.0,40,33.0,77.0
4729,Linda Anderson,25.0,88,32.0,62.0
4730,Mr. Richard Mahoney,23.0,62,88.0,47.0
4731,Craig Vang,23.0,52,85.0,46.0
4732,Kevin Smith,21.0,34,36.0,91.0
4733,Phillip Buchanan,18.0,66,79.0,42.0
4734,Kenneth Sutton,19.0,100,88.0,61.0
4735,Michael Jones,25.0,89,39.0,85.0
4736,Mark Black,22.0,48,58.0,56.0
4737,Joseph Tanner,21.0,81,74.0,83.0
4738,Melanie King,24.0,42,81.0,67.0
4739,Vickie Gordon,18.0,50,68.0,57.0
4740,Natalie Larson,24.0,90,64.0,62.0
4741,Donna Richmond,24.0,39,86.0,81.0
4742,Cody King,21.0,65,57.0,36.0
4743,Tiffany Adams,21.0,93,46.0,55.0
4744,Chad Cooper,25.0,94,72.0,83.0
4745,Tanya Perry,23.0,92,74.0,63.0
4746,Jason Maldonado,21.0,75,32.0,46.0
4747,Kristen Brown,25.0,86,78.0,96.0
4748,Edward Ashley,23.0,79,79.0,82.0
4749,Mary Gray,19.0,60,40.0,72.0
4750,Brett Peters,19.0,36,48.0,39.0
4751,Brittney Watson,23.0,48,40.0,59.0
4752,Suzanne Smith DVM,21.0,77,51.0,96.0
4753,Richard Jimenez,22.0,58,45.0,59.0
4754,David Miller,21.0,92,72.0,51.0
4755,Jay White,21.0,56,68.0,37.0
4756,Cameron Ruiz,20.0,42,48.0,44.0
4757,Mary Reynolds,23.0,41,33.0,74.0
4758,George Gardner,22.0,62,38.0,85.0
4759,Andrew Baker,23.0,43,98.0,35.0
4760,Julie Day,22.0,59,40.0,45.0
4761,Jasmin Howe,22.0,77,82.0,71.0
4762,David Thompson,19.0,64,62.0,74.0
4763,Kayla Mendez,23.0,44,100.0,51.0
4764,Kelli Schneider,24.0,85,42.0,80.0
4765,Catherine Mcmillan,18.0,74,43.0,79.0
4766,David Rivera,18.0,75,31.0,74.0
4767,Lauren Juarez,21.0,39,37.0,42.0
4768,Sherry Dorsey,21.0,32,58.0,86.0
4769,Larry Moss,20.0,100,69.0,39.0
4770,Larry Guerrero,25.0,52,77.0,43.0
4771,Daniel Atkinson,21.0,64,73.0,59.0
4772,Christopher Young,21.0,61,77.0,40.0
4773,Jessica Schneider,21.0,77,99.0,97.0
4774,Alexander Santos,23.0,31,30.0,53.0
4775,Douglas Yates,18.0,73,96.0,51.0
4776,James May DDS,20.0,33,93.0,72.0
4777,Tonya Garcia,20.0,97,68.0,42.0
4778,Sherri Burnett,24.0,72,35.0,33.0
4779,Mary Frazier,20.0,68,95.0,30.0
4780,Michele Jones,25.0,100,43.0,39.0
4781,Caroline Jones,22.0,59,68.0,40.0
4782,Carrie Jones,19.0,91,77.0,39.0
4783,William Clark,21.0,70,62.0,64.0
4784,Ryan Lopez,25.0,98,57.0,82.0
4785,Timothy George,23.0,74,57.0,31.0
4786,Rebecca Weber,24.0,60,50.0,62.0
4787,Julie Snyder,23.0,63,92.0,58.0
4788,Kathryn Deleon,25.0,46,97.0,60.0
4789,Chelsea Pierce,18.0,38,87.0,37.0
4790,Renee Rodriguez,20.0,54,58.0,82.0
4791,Terrence Bond,23.0,48,88.0,62.0
4792,Jennifer Foster,22.0,40,34.0,81.0
4793,Curtis Dalton,19.0,88,78.0,41.0
4794,April Erickson,19.0,54,74.0,35.0
4795,David Harris,25.0,95,65.0,39.0
4796,Robert Carrillo,24.0,91,63.0,81.0
4797,Corey Wilson,23.0,46,35.0,68.0
4798,Kyle Meyer,22.0,52,90.0,95.0
4799,James Riley,24.0,50,64.0,96.0
4800,Jose Zhang,23.0,32,36.0,81.0
4801,Sarah May,22.0,82,64.0,50.0
4802,Natalie Galloway,19.0,33,97.0,42.0
4803,Gabriella Fischer,20.0,56,38.0,46.0
4804,Jeffrey Thompson,20.0,97,64.0,61.0
4805,Jessica Esparza,22.0,53,92.0,33.0
4806,Stephen Cook,22.0,64,53.0,81.0
4807,Jose Johnson III,23.0,37,92.0,34.0
4808,Theresa Silva,20.0,56,54.0,90.0
4809,Janice Mitchell,20.0,32,96.0,32.0
4810,Tracy Phillips,18.0,91,94.0,87.0
4811,Michele Barajas,21.0,36,54.0,90.0
4812,John Burns,25.0,50,88.0,80.0
4813,Adam Campbell,25.0,52,99.0,50.0
4814,Nicole Petersen,18.0,36,50.0,77.0
4815,Harold Cain,24.0,36,68.0,73.0
4816,Destiny Garner,25.0,88,77.0,62.0
4817,Margaret Gonzalez,25.0,89,62.0,80.0
4818,Matthew Johnston DDS,18.0,67,67.0,88.0
4819,Jeffrey Fritz,18.0,52,90.0,92.0
4820,Daniel Brown,20.0,30,59.0,43.0
4821,Tiffany Sullivan,24.0,92,92.0,70.0
4822,Chelsea Lee,24.0,38,92.0,99.0
4823,Jeffrey Garner,20.0,36,99.0,31.0
4824,Marilyn Robertson,18.0,33,100.0,43.0
4825,Frank Stokes,22.0,74,52.0,38.0
4826,David Green,24.0,51,94.0,79.0
4827,Steven Vazquez,21.0,76,93.0,33.0
4828,Beth Henderson,19.0,42,32.0,57.0
4829,Daniel Hampton,24.0,77,57.0,58.0
4830,Nicole Bates,25.0,86,55.0,93.0
4831,Jennifer Rogers,24.0,90,30.0,46.0
4832,Mr. Evan Berry,25.0,32,89.0,82.0
4833,Tracey Sanchez,20.0,69,78.0,71.0
4834,Ryan Roberts,24.0,85,30.0,43.0
4835,Rodney Pena,25.0,46,33.0,78.0
4836,Melissa Werner,23.0,34,36.0,87.0
4837,James Baker,18.0,31,44.0,82.0
4838,Adam Davis,18.0,56,48.0,54.0
4839,Jason Nash,25.0,52,53.0,99.0
4840,Raymond Black,24.0,36,51.0,49.0
4841,Nathan Stephens,18.0,39,78.0,90.0
4842,Phillip Williamson,23.0,83,84.0,54.0
4843,Jessica Bridges,23.0,43,33.0,86.0
4844,Amanda Ramirez,25.0,82,84.0,81.0
4845,Evelyn Thomas,20.0,60,31.0,75.0
4846,Richard Green,20.0,34,30.0,47.0
4847,Patrick Hahn,18.0,63,51.0,66.0
4848,Jason Ball,18.0,65,35.0,76.0
4849,Barbara Howe,18.0,58,44.0,56.0
