Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
Brooke Watts,24.0,41,63.0,64.0
April Jordan,20.0,62,46.0,90.0
Joshua Glass PhD,18.0,79,45.0,82.0
Michael Hendrix,18.0,91,78.0,90.0
Melissa Osborn,21.0,64,62.0,53.0
Laura Clark,25.0,64,93.0,74.0
Michaela Ingram,24.0,73,64.0,32.0
Marissa Cox,19.0,64,74.0,92.0
Kathy Davis,25.0,43,37.0,52.0
Jill Norris,21.0,71,35.0,90.0
Mark Kim,19.0,100,48.0,82.0
Susan Smith,25.0,98,55.0,90.0
Johnny Murphy,18.0,65,59.0,95.0
Michael Norton,25.0,74,45.0,52.0
Curtis Fields,18.0,37,48.0,96.0
Jessica Velasquez,25.0,62,95.0,61.0
Lisa Morris,18.0,37,45.0,90.0
Christie Cooper,22.0,73,75.0,86.0
Julie Reyes,20.0,100,96.0,66.0
Erica Smith,25.0,97,48.0,48.0
Chase Meza,19.0,65,74.0,45.0
Margaret Caldwell,22.0,33,74.0,63.0
Alexander Sanchez,20.0,47,95.0,87.0
Tiffany Murphy,25.0,77,31.0,71.0
Mia Bryan,21.0,36,80.0,33.0
Holly Kelly,20.0,31,98.0,100.0
Madison Bowman,18.0,44,84.0,75.0
Mrs. Laura Hudson,25.0,30,36.0,62.0
Kevin Walsh,25.0,58,90.0,51.0
Brooke Richard,24.0,52,78.0,45.0
Steven Mcdonald,21.0,91,38.0,77.0
Lori Ruiz,24.0,86,98.0,44.0
Lacey Friedman,21.0,31,90.0,72.0
Victoria Cole,18.0,90,33.0,74.0
Jessica Thomas,25.0,39,88.0,60.0
Dean Diaz,18.0,95,92.0,45.0
Amy Cruz,24.0,80,50.0,35.0
Patricia Miller,24.0,95,75.0,33.0
Juan Richards,25.0,71,42.0,47.0
Jason Braun,25.0,98,63.0,51.0
Samantha Wilkinson,19.0,89,30.0,39.0
Brittany Harrington DVM,19.0,57,81.0,61.0
Tiffany Jimenez,23.0,90,96.0,67.0
Deborah Adkins,20.0,76,57.0,73.0
William Saunders,18.0,82,85.0,59.0
Andrew Davenport,25.0,100,30.0,39.0
Charles Johnson,23.0,33,72.0,83.0
Mr. Benjamin Chaney DDS,24.0,58,76.0,39.0
Thomas Moore,20.0,77,57.0,99.0
Richard Perkins,23.0,59,52.0,74.0
Luis King,23.0,74,75.0,47.0
Andrea Gibson,18.0,81,51.0,86.0
Mary Salinas,19.0,95,94.0,96.0
Pamela Brown,22.0,64,43.0,70.0
William Price,22.0,99,71.0,84.0
Vincent Hardy,21.0,83,76.0,81.0
Tiffany Curtis,25.0,63,92.0,74.0
Richard Jackson,19.0,60,57.0,76.0
Kathleen Hill,23.0,81,40.0,91.0
Hunter Aguirre,24.0,81,68.0,70.0
Sandra Castillo,18.0,49,79.0,46.0
Bethany Carter,25.0,98,40.0,89.0
Jeffery Sullivan,23.0,52,73.0,60.0
Ashley Vasquez,23.0,57,44.0,40.0
Kimberly Gonzales,23.0,66,81.0,95.0
Elizabeth Harris,22.0,73,97.0,44.0
Patricia Smith,19.0,79,99.0,70.0
Emily Nelson,22.0,68,53.0,37.0
Ashley Leonard MD,24.0,66,86.0,89.0
Martin Gordon,21.0,90,88.0,43.0
Ryan Greene,20.0,76,95.0,68.0
Andrew Reid,22.0,91,39.0,73.0
Elizabeth Bell,21.0,100,30.0,42.0
Linda Harris,20.0,36,87.0,96.0
Kristin Anderson,23.0,70,44.0,99.0
Taylor Scott,21.0,91,40.0,42.0
Selena Parker,24.0,66,59.0,66.0
Bernard Turner,20.0,54,53.0,36.0
Thomas Richmond,21.0,96,54.0,76.0
Shawn Miller,19.0,50,50.0,79.0
Carlos Wright,22.0,87,48.0,42.0
Richard Flores,20.0,31,94.0,37.0
Darrell Smith,18.0,47,33.0,99.0
Cheyenne Mcgrath,19.0,51,62.0,55.0
Donna Black,24.0,99,77.0,94.0
Heather Taylor,21.0,86,42.0,92.0
Daniel Patel,22.0,35,47.0,94.0
Robert Moore,22.0,81,33.0,88.0
Robert Sanchez,23.0,66,96.0,60.0
Colton Rivera,25.0,71,45.0,66.0
Jeffrey Cohen,20.0,98,40.0,80.0
Jacob Hicks,20.0,100,85.0,34.0
Melissa Russell,25.0,81,94.0,55.0
Julie Perez,24.0,59,42.0,53.0
Amanda Daniels,22.0,95,52.0,95.0
Allison Evans,18.0,68,37.0,84.0
Donald Miller,22.0,63,63.0,63.0
Dr. Billy Wilkerson,19.0,30,77.0,30.0
Kathy Boyd,23.0,53,91.0,62.0
Austin Shannon,25.0,89,69.0,33.0
Robert Reynolds,24.0,95,48.0,56.0
Austin Gates,23.0,36,32.0,83.0
Stephen Weiss,19.0,81,43.0,65.0
Steven Woodard,20.0,38,72.0,61.0
Deborah Cooper,21.0,89,49.0,77.0
Joseph Russell,24.0,51,88.0,85.0
Mallory Beck,20.0,46,81.0,73.0
Andrew Gray,24.0,88,100.0,33.0
Anthony Williams,22.0,62,92.0,40.0
Michele Kidd PhD,23.0,40,32.0,49.0
Ronald Brown,21.0,81,45.0,38.0
Norman Stewart,20.0,44,93.0,97.0
Michael Turner,20.0,52,100.0,82.0
Luis Whitaker,20.0,44,69.0,80.0
Alison Mcfarland,23.0,31,35.0,35.0
Amanda West,24.0,74,30.0,49.0
Angela Washington,18.0,74,78.0,46.0
Alicia Brown,18.0,76,66.0,60.0
Melissa Velasquez,25.0,90,37.0,51.0
Charles Sanchez,18.0,34,93.0,51.0
Gregory Berry,25.0,56,57.0,76.0
Jacob Duncan,18.0,67,90.0,70.0
Jodi Combs,19.0,47,36.0,82.0
Teresa Conrad,18.0,41,63.0,83.0
Dr. Nathan Ryan,24.0,67,75.0,56.0
Natalie Rios,18.0,83,91.0,80.0
Rachel Moore,25.0,60,52.0,74.0
Joseph Roberson,25.0,59,33.0,51.0
Elizabeth Atkins,24.0,43,82.0,67.0
Corey Barrett,22.0,100,84.0,62.0
Michael Byrd,24.0,61,59.0,80.0
Lisa Baxter,20.0,91,98.0,68.0
Brandy Scott,20.0,84,47.0,31.0
Michael Gonzalez,20.0,88,87.0,75.0
Natasha Dean,25.0,61,82.0,72.0
Brandon Jackson,21.0,100,57.0,80.0
Elizabeth Murphy,21.0,91,65.0,56.0
Angelica Dickson,24.0,56,97.0,54.0
Veronica Barnett,22.0,43,77.0,61.0
Laura Burnett,19.0,63,47.0,55.0
Nicholas Juarez,21.0,30,81.0,50.0
Christopher Day,23.0,98,59.0,32.0
Darren Lewis,22.0,52,53.0,95.0
Timothy Perez,24.0,44,76.0,87.0
Kelly Ayala,25.0,41,79.0,65.0
Richard Blankenship,24.0,58,54.0,81.0
Wendy Ferguson,24.0,96,86.0,96.0
Tara Long,22.0,57,98.0,88.0
Sherry Webb,19.0,64,59.0,90.0
Alexandra Miller,19.0,100,53.0,32.0
Ashley Ruiz,22.0,64,30.0,67.0
Melissa Rodriguez,23.0,76,85.0,85.0
Brian Hill,19.0,35,94.0,82.0
Danielle Jimenez,21.0,69,30.0,77.0
Stephen Wyatt,20.0,31,58.0,36.0
Sandra Reyes,21.0,33,52.0,69.0
Meagan Farley,22.0,56,54.0,78.0
Sarah Wagner,24.0,33,51.0,30.0
Greg Davis,21.0,32,70.0,32.0
Brittany Cobb,25.0,84,43.0,50.0
Ashley Mitchell,23.0,48,70.0,39.0
David Conrad,22.0,99,80.0,31.0
Stacy Miller,22.0,49,35.0,47.0
Eric Carter,23.0,32,32.0,53.0
Michael Cantu,25.0,77,81.0,37.0
Alexandra Collins,20.0,60,53.0,43.0
Benjamin Yu,19.0,75,100.0,40.0
Mary Salas MD,18.0,80,90.0,75.0
Austin Smith,19.0,43,86.0,63.0
Sandra Black,24.0,85,49.0,88.0
Brian Russell,20.0,68,73.0,49.0
Elaine Marquez,18.0,89,88.0,63.0
Daniel Jackson,22.0,100,99.0,60.0
Matthew Fleming,24.0,94,30.0,82.0
Tracey Lowery,19.0,57,30.0,31.0
Raymond Hill,20.0,39,94.0,62.0
Jason Marks,18.0,36,67.0,80.0
John Vargas,21.0,76,32.0,37.0
Joanne Robbins,22.0,44,82.0,40.0
Abigail Thomas,21.0,53,47.0,78.0
Stephen Boyd,21.0,92,70.0,100.0
Joshua Atkinson,18.0,67,80.0,36.0
Betty Santos,21.0,93,40.0,
Robert Chaney,20.0,85,52.0,90.0
Cynthia Turner,20.0,52,59.0,34.0
Daniel Hutchinson,18.0,84,95.0,33.0
James Mendoza,19.0,85,69.0,42.0
Scott Collier,18.0,38,52.0,87.0
Ashley Rivera,21.0,67,58.0,47.0
Kristy Wood,21.0,100,34.0,93.0
William Macias,25.0,96,67.0,77.0
Michael Dixon,24.0,69,51.0,63.0
Brian Williams,18.0,83,73.0,38.0
Deborah Rodriguez DDS,19.0,94,98.0,32.0
Rachel Reeves,21.0,76,73.0,30.0
Jason Gibbs,19.0,53,82.0,39.0
Sierra Hunter,25.0,36,36.0,31.0
Adam Santana,21.0,97,79.0,35.0
Mark Henderson,23.0,61,38.0,66.0
Bradley Gross,21.0,70,52.0,93.0
Matthew King,20.0,79,42.0,42.0
Dr. Nicholas Conrad,23.0,74,68.0,67.0
Joseph Frank,22.0,46,82.0,84.0
Richard Lee DDS,21.0,61,85.0,59.0
Michelle Haynes,22.0,92,33.0,34.0
Janet Gardner,22.0,87,44.0,53.0
Shawn Sanchez Jr.,20.0,43,39.0,65.0
Shawna Suarez,23.0,47,39.0,77.0
Shannon Santiago,18.0,91,97.0,80.0
Steven Berry,20.0,66,72.0,65.0
Richard Crawford,22.0,60,33.0,33.0
Tom Holmes,21.0,36,90.0,31.0
Erica Martinez,19.0,98,34.0,35.0
Kenneth Black,21.0,81,71.0,74.0
Edward Payne,22.0,79,70.0,98.0
Michael Lawrence Jr.,22.0,55,87.0,64.0
Nicholas Soto,19.0,40,33.0,42.0
David Barry,20.0,89,58.0,99.0
Kevin Allen,21.0,43,43.0,78.0
Kelly Brown,22.0,67,55.0,96.0
Carla Stein,21.0,62,52.0,39.0
James Lowery,22.0,66,49.0,57.0
Danielle Thomas,22.0,75,90.0,75.0
Tiffany Logan,19.0,65,100.0,95.0
Julie Hawkins,19.0,36,79.0,70.0
Joy Long DDS,25.0,39,88.0,62.0
James Webster,18.0,57,65.0,53.0
Scott Sandoval,20.0,43,48.0,67.0
Tara Jones,21.0,70,91.0,75.0
Thomas Santana,19.0,92,54.0,66.0
Derrick Banks,18.0,63,76.0,50.0
Jeffrey Flores,19.0,45,46.0,99.0
Jill Hester,18.0,88,48.0,64.0
Daniel Ward,20.0,54,96.0,42.0
Anna Zhang,23.0,39,90.0,64.0
James Schultz,22.0,94,37.0,100.0
Mario Harper,21.0,60,43.0,44.0
Samantha Blanchard,24.0,70,71.0,44.0
Dustin Anthony,22.0,60,91.0,38.0
Lisa Kelley,24.0,37,97.0,37.0
Emily Calderon,19.0,30,58.0,32.0
Tonya Singleton,20.0,98,49.0,75.0
Amanda Henry,21.0,99,59.0,91.0
Michael Harris,22.0,41,98.0,94.0
Anne Wade,19.0,40,31.0,60.0
Rick Bryant,22.0,56,33.0,84.0
Megan Mccall,24.0,81,62.0,76.0
Sherry Charles,23.0,79,95.0,67.0
Paula Phillips,18.0,49,97.0,36.0
Rebecca Williams,19.0,57,72.0,57.0
Keith Dawson,20.0,75,95.0,56.0
Jessica Burnett,22.0,65,67.0,77.0
Michael Watson,24.0,98,96.0,76.0
Brandon Floyd,23.0,100,90.0,96.0
Brian Dunn,24.0,78,100.0,74.0
Amanda Myers DVM,18.0,50,64.0,44.0
Sheila Wilson,25.0,42,79.0,78.0
Todd Wilson,24.0,48,87.0,77.0
Madison Williams,20.0,77,41.0,48.0
Tina Morales,22.0,48,83.0,80.0
Eileen Neal,22.0,89,52.0,31.0
Jose Flores,19.0,71,73.0,64.0
Charles Dixon,20.0,69,66.0,35.0
Steven Jones,22.0,32,80.0,89.0
Logan Gillespie,18.0,98,77.0,85.0
Tony Proctor,20.0,46,66.0,90.0
Veronica Baker MD,24.0,35,53.0,79.0
Austin Calhoun,20.0,72,90.0,42.0
Natalie Castro,24.0,69,80.0,74.0
Ms. Mary Webb,19.0,59,34.0,88.0
Daniel Washington,22.0,31,46.0,38.0
Andrea Mcbride,23.0,78,66.0,72.0
Travis Cunningham,19.0,78,66.0,59.0
Patrick Duncan,20.0,75,49.0,97.0
Corey Williams,20.0,31,77.0,52.0
Katherine Griffith,19.0,71,52.0,39.0
Jason Rice,21.0,58,85.0,96.0
Maria Romero,21.0,85,34.0,63.0
Christina Bates,23.0,80,85.0,94.0
Randall Kelly,18.0,60,94.0,74.0
Sharon Bradford,21.0,68,74.0,95.0
Samantha Henry,20.0,79,30.0,42.0
Tara Welch,20.0,73,61.0,77.0
Harry Hudson,22.0,31,97.0,66.0
Gary Cortez,22.0,54,47.0,100.0
Matthew Andrews,22.0,84,100.0,46.0
Eric Mason,19.0,81,31.0,30.0
Amber Sullivan,21.0,88,81.0,80.0
Jonathan Morgan,23.0,84,43.0,42.0
Perry Hunt,22.0,96,82.0,84.0
Michelle Stone,19.0,79,97.0,46.0
Crystal Jackson,19.0,55,96.0,68.0
Mary Wilson,23.0,88,56.0,32.0
Barbara Valenzuela,19.0,52,64.0,87.0
Tammy Vaughn,23.0,67,32.0,66.0
Randy West,19.0,71,75.0,74.0
Angela Wright,21.0,75,70.0,73.0
Ruth Esparza,19.0,99,71.0,54.0
Robert Meza,20.0,37,82.0,70.0
Amy Johnston,25.0,33,43.0,98.0
Karen Martinez,22.0,93,83.0,79.0
Marcus Watson,23.0,35,79.0,82.0
Jill Cook DVM,23.0,59,38.0,53.0
William Lewis,20.0,80,94.0,85.0
James Cooper,21.0,59,83.0,67.0
Evelyn Harris,23.0,44,50.0,73.0
Jonathan Lopez,23.0,49,33.0,52.0
Julia Dunn,24.0,47,83.0,76.0
Rachel Gill,18.0,47,61.0,80.0
Kenneth Austin,19.0,64,99.0,79.0
Kevin Best,25.0,85,72.0,100.0
Christopher Stevens,18.0,76,81.0,94.0
William Winters,22.0,41,87.0,71.0
George Shaw,24.0,70,91.0,61.0
Joshua Long,18.0,53,95.0,74.0
Benjamin Page,22.0,41,89.0,76.0
Donna Ward,25.0,87,42.0,70.0
James Perkins,20.0,75,71.0,50.0
Bobby Parker,19.0,72,81.0,78.0
Andrew Rocha,24.0,92,62.0,63.0
Pamela Michael,21.0,81,59.0,40.0
Matthew Johnson,20.0,51,81.0,71.0
Stephanie Bailey,23.0,91,47.0,36.0
Jennifer Steele,19.0,93,81.0,73.0
Donna Cooper,18.0,86,30.0,37.0
Daniel King,20.0,52,41.0,76.0
Bobby Johnston,24.0,74,74.0,86.0
Tyler Adams,20.0,80,56.0,51.0
Anthony Lopez,18.0,55,36.0,71.0
Ryan Perry,21.0,70,63.0,91.0
Carla Collins,21.0,90,43.0,50.0
Megan Matthews,19.0,52,71.0,95.0
Brian Robinson,20.0,58,52.0,48.0
John Arnold,25.0,41,73.0,34.0
Laura Johnson,22.0,38,95.0,62.0
Anita Cross,23.0,83,44.0,35.0
Joshua Ramirez,25.0,36,53.0,98.0
Steven Gonzalez,18.0,84,75.0,81.0
Brian Alvarado,20.0,97,64.0,72.0
Jessica Thompson,19.0,68,43.0,83.0
Shannon Miles,18.0,58,41.0,98.0
Walter Porter,23.0,44,46.0,60.0
Susan Lewis,22.0,55,59.0,60.0
Michael Rocha,22.0,76,35.0,83.0
Brent Mcmillan,19.0,100,58.0,36.0
Kelly Nash,25.0,45,94.0,41.0
Joel Levy,20.0,98,40.0,38.0
Kelli Dixon,19.0,78,34.0,67.0
Patricia Aguilar,23.0,71,93.0,95.0
Anthony Barrera,20.0,41,61.0,31.0
Isaac Stafford,18.0,93,52.0,32.0
Philip Johnson,25.0,64,40.0,97.0
Jeffrey Young,23.0,40,43.0,86.0
Jennifer Garza,23.0,94,65.0,55.0
William Park,22.0,54,87.0,57.0
Kristine Stanley,23.0,61,80.0,93.0
Scott Bell,25.0,30,42.0,100.0
Denise Bernard,20.0,52,36.0,77.0
Rachel Cox,24.0,70,89.0,54.0
Gary Davis,24.0,35,60.0,34.0
Matthew Dalton,21.0,79,73.0,58.0
Paul Boyd,18.0,44,91.0,62.0
Richard Brown,18.0,58,82.0,53.0
William Smith,24.0,51,78.0,99.0
Cindy Pratt,25.0,94,97.0,95.0
Vanessa Stewart,25.0,36,40.0,87.0
Maria Ross,18.0,34,44.0,98.0
Brian Richards,21.0,81,99.0,60.0
Alexander Anderson,25.0,92,95.0,44.0
Nathan Lucas,23.0,42,100.0,74.0
Ashley Johnson,21.0,75,32.0,96.0
Chelsea Martin,18.0,40,33.0,77.0
Linda Anderson,25.0,88,32.0,62.0
Mr. Richard Mahoney,23.0,62,88.0,47.0
Craig Vang,23.0,52,85.0,46.0
Kevin Smith,21.0,34,36.0,91.0
Phillip Buchanan,18.0,66,79.0,42.0
Kenneth Sutton,19.0,100,88.0,61.0
Michael Jones,25.0,89,39.0,85.0
Mark Black,22.0,48,58.0,56.0
Joseph Tanner,21.0,81,74.0,83.0
Melanie King,24.0,42,81.0,67.0
Vickie Gordon,18.0,50,68.0,57.0
Natalie Larson,24.0,90,64.0,62.0
Donna Richmond,24.0,39,86.0,81.0
Cody King,21.0,65,57.0,36.0
Tiffany Adams,21.0,93,46.0,55.0
Chad Cooper,25.0,94,72.0,83.0
Tanya Perry,23.0,92,74.0,63.0
Jason Maldonado,21.0,75,32.0,46.0
Kristen Brown,25.0,86,78.0,96.0
Edward Ashley,23.0,79,79.0,82.0
Mary Gray,19.0,60,40.0,72.0
Brett Peters,19.0,36,48.0,39.0
Brittney Watson,23.0,48,40.0,59.0
Suzanne Smith DVM,21.0,77,51.0,96.0
Richard Jimenez,22.0,58,45.0,59.0
David Miller,21.0,92,72.0,51.0
Jay White,21.0,56,68.0,37.0
Cameron Ruiz,20.0,42,48.0,44.0
Mary Reynolds,23.0,41,33.0,74.0
George Gardner,22.0,62,38.0,85.0
Andrew Baker,23.0,43,98.0,35.0
Julie Day,22.0,59,40.0,45.0
Jasmin Howe,22.0,77,82.0,71.0
David Thompson,19.0,64,62.0,74.0
Kayla Mendez,23.0,44,100.0,51.0
Kelli Schneider,24.0,85,42.0,80.0
Catherine Mcmillan,18.0,74,43.0,79.0
David Rivera,18.0,75,31.0,74.0
Lauren Juarez,21.0,39,37.0,42.0
Sherry Dorsey,21.0,32,58.0,86.0
Larry Moss,20.0,100,69.0,39.0
Larry Guerrero,25.0,52,77.0,43.0
Daniel Atkinson,21.0,64,73.0,59.0
Christopher Young,21.0,61,77.0,40.0
Jessica Schneider,21.0,77,99.0,97.0
Alexander Santos,23.0,31,30.0,53.0
Douglas Yates,18.0,73,96.0,51.0
James May DDS,20.0,33,93.0,72.0
Tonya Garcia,20.0,97,68.0,42.0
Sherri Burnett,24.0,72,35.0,33.0
Mary Frazier,20.0,68,95.0,30.0
Michele Jones,25.0,100,43.0,39.0
Caroline Jones,22.0,59,68.0,40.0
Carrie Jones,19.0,91,77.0,39.0
William Clark,21.0,70,62.0,64.0
Ryan Lopez,25.0,98,57.0,82.0
Timothy George,23.0,74,57.0,31.0
Rebecca Weber,24.0,60,50.0,62.0
Julie Snyder,23.0,63,92.0,58.0
Kathryn Deleon,25.0,46,97.0,60.0
Chelsea Pierce,18.0,38,87.0,37.0
Renee Rodriguez,20.0,54,58.0,82.0
Terrence Bond,23.0,48,88.0,62.0
Jennifer Foster,22.0,40,34.0,81.0
Curtis Dalton,19.0,88,78.0,41.0
April Erickson,19.0,54,74.0,35.0
David Harris,25.0,95,65.0,39.0
Robert Carrillo,24.0,91,63.0,81.0
Corey Wilson,23.0,46,35.0,68.0
Kyle Meyer,22.0,52,90.0,95.0
James Riley,24.0,50,64.0,96.0
Jose Zhang,23.0,32,36.0,81.0
Sarah May,22.0,82,64.0,50.0
Natalie Galloway,19.0,33,97.0,42.0
Gabriella Fischer,20.0,56,38.0,46.0
Jeffrey Thompson,20.0,97,64.0,61.0
Jessica Esparza,22.0,53,92.0,33.0
Stephen Cook,22.0,64,53.0,81.0
Jose Johnson III,23.0,37,92.0,34.0
Theresa Silva,20.0,56,54.0,90.0
Janice Mitchell,20.0,32,96.0,32.0
Tracy Phillips,18.0,91,94.0,87.0
Michele Barajas,21.0,36,54.0,90.0
John Burns,25.0,50,88.0,80.0
Adam Campbell,25.0,52,99.0,50.0
Nicole Petersen,18.0,36,50.0,77.0
Harold Cain,24.0,36,68.0,73.0
Destiny Garner,25.0,88,77.0,62.0
Margaret Gonzalez,25.0,89,62.0,80.0
Matthew Johnston DDS,18.0,67,67.0,88.0
Jeffrey Fritz,18.0,52,90.0,92.0
Daniel Brown,20.0,30,59.0,43.0
Tiffany Sullivan,24.0,92,92.0,70.0
Chelsea Lee,24.0,38,92.0,99.0
Jeffrey Garner,20.0,36,99.0,31.0
Marilyn Robertson,18.0,33,100.0,43.0
Frank Stokes,22.0,74,52.0,38.0
David Green,24.0,51,94.0,79.0
Steven Vazquez,21.0,76,93.0,33.0
Beth Henderson,19.0,42,32.0,57.0
Daniel Hampton,24.0,77,57.0,58.0
Nicole Bates,25.0,86,55.0,93.0
Jennifer Rogers,24.0,90,30.0,46.0
Mr. Evan Berry,25.0,32,89.0,82.0
Tracey Sanchez,20.0,69,78.0,71.0
Ryan Roberts,24.0,85,30.0,43.0
Rodney Pena,25.0,46,33.0,78.0
Melissa Werner,23.0,34,36.0,87.0
James Baker,18.0,31,44.0,82.0
Adam Davis,18.0,56,48.0,54.0
Jason Nash,25.0,52,53.0,99.0
Raymond Black,24.0,36,51.0,49.0
Nathan Stephens,18.0,39,78.0,90.0
Phillip Williamson,23.0,83,84.0,54.0
Jessica Bridges,23.0,43,33.0,86.0
Amanda Ramirez,25.0,82,84.0,81.0
Evelyn Thomas,20.0,60,31.0,75.0
Richard Green,20.0,34,30.0,47.0
Patrick Hahn,18.0,63,51.0,66.0
Jason Ball,18.0,65,35.0,76.0
Barbara Howe,18.0,58,44.0,56.0
Christine Boyer,21.0,78,69.0,66.0
Rose Alvarez,20.0,77,57.0,66.0
Lynn Davis,18.0,90,94.0,41.0
Dennis Hansen,23.0,87,40.0,85.0
William Downs,18.0,85,64.0,94.0
Patrick Herrera,21.0,44,68.0,47.0
Tonya Howard,25.0,65,40.0,59.0
Shawn Hayden,19.0,32,97.0,58.0
Alyssa Hamilton,25.0,41,36.0,95.0
Joseph Atkinson,20.0,51,35.0,92.0
Sean Lewis,23.0,87,37.0,72.0
Yvette Barron,19.0,32,89.0,30.0
Tyler Camacho,21.0,38,95.0,66.0
Victoria Goodman,18.0,76,84.0,81.0
Patricia Wood,19.0,32,97.0,55.0
Ryan Cortez,25.0,69,93.0,54.0
Alejandro Shelton,21.0,97,81.0,44.0
Kevin Coleman,20.0,97,36.0,68.0
Andrea Anderson,18.0,32,75.0,49.0
Thomas Hawkins,19.0,57,40.0,72.0
Michelle Mitchell,19.0,80,55.0,73.0
Sherry Barnett,25.0,87,89.0,50.0
Michael Allen,22.0,67,30.0,35.0
Jennifer Morgan,19.0,88,57.0,86.0
Samantha Rodriguez,21.0,32,63.0,85.0
Mary Martin,18.0,37,91.0,54.0
Jamie Brown,23.0,57,59.0,48.0
Christopher Gilbert,23.0,55,35.0,95.0
Taylor Lucas,18.0,51,71.0,74.0
Kurt Smith,21.0,67,63.0,69.0
Melissa Moreno,19.0,57,35.0,98.0
Jacob Rodriguez,22.0,67,66.0,85.0
James Williams,25.0,78,63.0,34.0
Cheryl Fletcher,18.0,96,64.0,98.0
Grant Clark,19.0,50,61.0,40.0
James Mcdowell,19.0,59,35.0,76.0
Sarah Harrington,22.0,93,100.0,41.0
Debbie Sexton,20.0,49,48.0,38.0
Matthew Johnson,19.0,96,90.0,93.0
Jeffery Jones,21.0,96,88.0,39.0
Jeffrey Fox II,24.0,53,40.0,63.0
Heather Hernandez,22.0,77,68.0,74.0
Patricia Jones,22.0,94,86.0,63.0
Nancy Roberts,21.0,60,69.0,32.0
James Howell,21.0,82,91.0,94.0
Ashley Sawyer,24.0,31,76.0,99.0
Kyle King,20.0,81,33.0,48.0
Amanda Smith,25.0,67,82.0,98.0
Richard Taylor,20.0,46,83.0,48.0
Amber Mcgee,20.0,65,48.0,86.0
Jessica Hernandez,20.0,46,58.0,42.0
Miss Carol Mitchell,19.0,35,39.0,30.0
Jonathon Miranda,23.0,45,38.0,87.0
Michael Shaw,19.0,81,93.0,53.0
Janet Khan,18.0,58,96.0,33.0
Jeffery Morris,21.0,83,34.0,89.0
Christina Mann,25.0,41,94.0,46.0
Brian Brown,23.0,72,46.0,77.0
Joanna Ruiz,20.0,30,38.0,44.0
Michele Curtis,20.0,33,30.0,67.0
Jesus Pope,22.0,52,75.0,52.0
Sean Lewis,25.0,99,67.0,35.0
Jonathan Hughes,24.0,54,34.0,33.0
Andrew Ramirez,20.0,85,40.0,54.0
Sarah Rice,22.0,99,51.0,92.0
Kent Curtis,22.0,93,84.0,83.0
Erin Clay,24.0,99,52.0,75.0
James Stephenson,19.0,83,98.0,86.0
Mark Smith,21.0,93,44.0,60.0
Tammy Hale,23.0,78,31.0,45.0
Kelly Huffman,18.0,37,65.0,89.0
Christopher Robbins,23.0,33,81.0,50.0
Bradley Lopez,19.0,96,55.0,54.0
Holly Patterson,21.0,57,68.0,60.0
Sarah Alexander,20.0,56,97.0,69.0
Victoria Hebert,24.0,59,71.0,92.0
Ryan Ramsey,24.0,73,67.0,85.0
Thomas Morrison,21.0,67,33.0,69.0
Shane Zimmerman,22.0,72,53.0,82.0
Sandra Hobbs,22.0,68,35.0,64.0
Karen Keith,21.0,48,92.0,85.0
Mr. Jeffrey Young,19.0,95,95.0,94.0
Robert Davis,23.0,93,86.0,94.0
Christina Harris,19.0,49,44.0,63.0
Marvin Smith,23.0,33,83.0,43.0
Jerome Orozco,18.0,78,99.0,61.0
Martha Hall,21.0,88,63.0,66.0
Darren Ellis,21.0,50,97.0,53.0
Theresa Carter,21.0,83,37.0,84.0
Steven Williams,21.0,78,74.0,92.0
David Charles,25.0,46,69.0,99.0
Paul Miller,19.0,60,68.0,92.0
Hannah Watson,23.0,94,74.0,56.0
Rachel Patrick,23.0,90,65.0,92.0
Jasmin Nguyen,23.0,98,34.0,74.0
Brent Webster,20.0,34,68.0,41.0
Amy Alvarado,21.0,90,98.0,74.0
Corey Sosa,21.0,53,31.0,77.0
Erica Douglas,23.0,78,92.0,60.0
Kimberly Gonzalez,21.0,42,86.0,70.0
Eric Guerrero,20.0,58,50.0,78.0
Julie Martinez,20.0,57,76.0,99.0
Jimmy Rios,25.0,100,62.0,95.0
Catherine Nielsen,19.0,90,44.0,86.0
Melissa Conley,19.0,42,30.0,42.0
Joseph Martin,23.0,45,73.0,44.0
Susan Edwards,21.0,63,32.0,61.0
Christy Jones,24.0,45,67.0,61.0
Frank Foster,18.0,56,67.0,35.0
Justin Rhodes Jr.,21.0,96,79.0,46.0
Jerry Foster,23.0,62,54.0,36.0
Chelsea Stevens,24.0,67,45.0,75.0
Joshua Pena,19.0,58,74.0,41.0
Dr. Michael Vega,20.0,81,36.0,68.0
John Wright,19.0,85,31.0,83.0
Pamela Hill,24.0,41,77.0,75.0
Danielle Pena,20.0,35,80.0,43.0
Corey Jones,23.0,74,49.0,32.0
Lynn Lin,20.0,36,57.0,88.0
Emily Ingram,20.0,75,37.0,52.0
Emma Hall,23.0,70,99.0,89.0
Mark Santana,18.0,100,91.0,53.0
Robert Ballard,21.0,63,56.0,56.0
Theresa Joyce,24.0,38,81.0,32.0
Mary Haynes,24.0,57,82.0,32.0
John Oneal,18.0,54,93.0,35.0
Shannon Patton,23.0,86,38.0,43.0
Savannah Le,23.0,56,86.0,64.0
Andrew Mueller,22.0,67,47.0,66.0
Rachael Oconnor,18.0,61,36.0,78.0
